Date,Open*,High,Low,Close**,Volume,Market Cap
"Sep 18, 2018",6280.91,6384.18,6265.71,6371.3,4180090000,1.10065E+11
"Sep 17, 2018",6514.06,6540.21,6257.52,6281.2,3910780000,1.08497E+11
"Sep 16, 2018",6536.68,6544.33,6460.1,6517.18,3273730000,1.12562E+11
"Sep 15, 2018",6509.4,6561.72,6493.55,6543.2,3216300000,1.13E+11
"Sep 14, 2018",6515.41,6596.1,6456.17,6512.71,4076220000,1.12462E+11
"Sep 13, 2018",6354.24,6535.41,6354.24,6517.31,4210910000,1.12531E+11
"Sep 12, 2018",6317.01,6363.87,6265.09,6351.8,4064230000,1.09662E+11
"Sep 11, 2018",6331.88,6398.92,6260.21,6321.2,3849910000,1.0912E+11
"Sep 10, 2018",6301.57,6374.98,6292.76,6329.7,3714100000,1.09256E+11
"Sep 09, 2018",6223.38,6446.26,6201.22,6300.86,3671890000,1.08747E+11
"Sep 08, 2018",6460.17,6534.25,6197.52,6225.98,3835060000,1.07442E+11
"Sep 07, 2018",6528.92,6555.29,6396.87,6467.07,4264680000,1.1159E+11
"Sep 06, 2018",6755.14,6755.14,6404.72,6529.17,5523470000,1.1265E+11
"Sep 05, 2018",7361.46,7388.43,6792.83,6792.83,5800460000,1.17186E+11
"Sep 04, 2018",7263,7388.26,7255.44,7361.66,4273640000,1.26987E+11
"Sep 03, 2018",7279.03,7317.94,7208.15,7260.06,4087760000,1.25223E+11
"Sep 02, 2018",7189.58,7306.31,7132.16,7272.72,4329540000,1.25428E+11
"Sep 01, 2018",7044.81,7242.29,7038.05,7193.25,4116050000,1.24045E+11
"Aug 31, 2018",6973.97,7057.17,6920.16,7037.58,4495650000,1.21347E+11
"Aug 30, 2018",7043.76,7072.69,6834.69,6978.23,4463250000,1.2031E+11
"Aug 29, 2018",7091.71,7113.3,6970.82,7047.16,4145880000,1.21485E+11
"Aug 28, 2018",6891.08,7109.56,6882.34,7096.28,4659940000,1.22319E+11
"Aug 27, 2018",6710.8,6884.64,6689.71,6884.64,4019000000,1.18658E+11
"Aug 26, 2018",6754.64,6774.75,6620.75,6707.26,3295500000,1.15585E+11
"Aug 25, 2018",6719.95,6789.63,6700.96,6763.19,3312600000,1.16534E+11
"Aug 24, 2018",6551.52,6719.96,6498.64,6719.96,4097820000,1.15778E+11
"Aug 23, 2018",6371.34,6546.54,6371.34,6534.88,3426180000,1.12577E+11
"Aug 22, 2018",6486.25,6816.79,6310.11,6376.71,4668110000,1.09841E+11
"Aug 21, 2018",6301.07,6500.87,6298.24,6488.76,3377180000,1.11758E+11
"Aug 20, 2018",6500.51,6536.92,6297.93,6308.53,3665100000,1.08642E+11
"Aug 19, 2018",6422.57,6537.98,6361.55,6506.07,3311170000,1.12032E+11
"Aug 18, 2018",6583.43,6617.35,6353.73,6423.76,3984520000,1.10603E+11
"Aug 17, 2018",6340.91,6582.5,6324.97,6580.63,4992990000,1.13291E+11
"Aug 16, 2018",6294.23,6473.5,6276.41,6334.73,4328420000,1.09045E+11
"Aug 15, 2018",6221.42,6588.49,6221.42,6308.52,4895450000,1.08582E+11
"Aug 14, 2018",6287.66,6287.94,5971.05,6199.71,5301700000,1.06696E+11
"Aug 13, 2018",6341.36,6537.05,6225.72,6297.57,4083980000,1.0837E+11
"Aug 12, 2018",6283.65,6409.85,6237.5,6322.69,5665250000,1.0879E+11
"Aug 11, 2018",6185.79,6455.74,6109.03,6295.73,4047850000,1.08314E+11
"Aug 10, 2018",6571.42,6591.26,6124.52,6184.71,4528680000,1.06391E+11
